Title,Author,Rating,Image Source
Disgrace,J.M. Coetzee,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385161943i/6192.jpg
The Rime of the Ancient Mariner,Samuel Taylor Coleridge,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436976206i/732562.jpg
Safe Haven,Nicholas Sparks,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529593553i/40603730.jpg
Dark Places,Gillian Flynn,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881.jpg
"Tiger's Curse (The Tiger Saga, #1)",Colleen Houck,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878915i/9284655.jpg
"Redwall (Redwall, #1)",Brian Jacques,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327877368i/7996.jpg
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",Nancy E. Turner,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190502i/348225.jpg
Ugly Love,Colleen Hoover,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399179135i/17788401.jpg
The Razor's Edge,W. Somerset Maugham,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386925123i/31196.jpg
"Every Day (Every Day, #1)",David Levithan,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356993940i/13262783.jpg
"Unearthly (Unearthly, #1)",Cynthia Hand,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324782984i/7488244.jpg
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212.jpg
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015i/16328.jpg
The Runaway Jury,John Grisham,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388444668i/24192.jpg
"Wizard and Glass (The Dark Tower, #4)",Stephen King,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327946510i/5096.jpg
The Man in the High Castle,Philip K. Dick,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448756803i/216363.jpg
"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1402915678i/19547856.jpg
"Love is the Answer, God is the Cure: A True Story of Abuse, Betrayal and Unconditional Love",Aimee Cabo Nikolov,4.33,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547961493i/43483262.jpg
The Guardian,Nicholas Sparks,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388195339i/15925.jpg
The Story of Ferdinand,Munro Leaf,4.36,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348133512i/773951.jpg
"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293952830i/60400.jpg
The Man Without Qualities,Robert Musil,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327330533i/527756.jpg
"All the Pretty Horses (The Border Trilogy, #1)",Cormac McCarthy,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1538659953i/469571.jpg
Childhood's End,Arthur C. Clarke,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320552628i/414999.jpg
"Beastly (Beastly, #1; Kendra Chronicles, #1)",Alex Flinn,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334260193i/544891.jpg
"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368393885i/5287473.jpg
Silas Marner,George Eliot,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347323528i/54539.jpg
"Dead Witch Walking (The Hollows, #1)",Kim Harrison,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391713381i/30264.jpg
The Maltese Falcon,Dashiell Hammett,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306421260i/29999.jpg
"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322281515i/872333.jpg
"The Drawing of the Three (The Dark Tower, #2)",Stephen King,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1370918050i/5094.jpg
Meditations,Marcus Aurelius,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659.jpg
Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480901846i/51893.jpg
"The Indigo Spell (Bloodlines, #3)",Richelle Mead,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438483930i/8709526.jpg
"At Grave's End (Night Huntress, #3)",Jeaniene Frost,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448167943i/3570231.jpg
The Far Pavilions,M.M. Kaye,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403391799i/10222.jpg
Along for the Ride,Sarah Dessen,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479692098i/5664985.jpg
Eleven Minutes,Paulo Coelho,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266987i/1430.jpg
A Bend in the Road,Nicholas Sparks,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453919i/3463.jpg
The Taming of the Shrew,William Shakespeare,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327935253i/47021.jpg
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.74,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388179604i/5139.jpg
White Noise,Don DeLillo,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476807953i/28251250.jpg
"Into the Wild (Warriors, #1)",Erin Hunter,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332.jpg
Walks Away Woman,Ki Longfellow,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386953097i/19405702.jpg
Suzanne's Diary for Nicholas,James Patterson,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404736778i/7494.jpg
Light in August,William Faulkner,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355360091i/10979.jpg
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717596i/68429.jpg
Smilla's Sense of Snow,Peter Høeg,3.73,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1485595488i/124509.jpg
A Study in Scarlet,Arthur Conan Doyle,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842i/102868.jpg
A Doll's House,Henrik Ibsen,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427119396i/37793.jpg
"Lover Enshrined (Black Dagger Brotherhood, #6)",J.R. Ward,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327896547i/1240662.jpg
The Great Divorce,C.S. Lewis,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435968645i/25845273.jpg
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583.jpg
Songs of Innocence and of Experience,William Blake,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348408738i/171547.jpg
"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321070331i/8685612.jpg
"Across the Universe (Across the Universe, #1)",Beth Revis,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401852218i/8235178.jpg
The Client,John Grisham,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554192326i/5359.jpg
"Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333400218i/7402393.jpg
A Passage to India,E.M. Forster,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421883612i/45195.jpg
The Pilgrim's Progress,John Bunyan,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405982367i/29797.jpg
Unblinded: One Man’s Courageous Journey through Darkness to Sight,Traci Medford-Rosow,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1510609596i/36590307.jpg
Running with Scissors,Augusten Burroughs,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438898196i/242006.jpg
Birdsong,Sebastian Faulks,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349952101i/6259.jpg
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700.jpg
Forbidden,Tabitha Suzuma,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394239949i/7600924.jpg
"Point of Retreat (Slammed, #2)",Colleen Hoover,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330543249i/13496084.jpg
The Hate U Give,Angie Thomas,4.51,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1476284759i/32075671.jpg
"On Dublin Street (On Dublin Street, #1)",Samantha Young,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490401910i/15760001.jpg
Valley of the Dolls,Jacqueline Susann,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429239923i/581811.jpg
"Gödel, Escher, Bach: An Eternal Golden Braid",Douglas R. Hofstadter,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547125681i/24113.jpg
The Last of the Mohicans (The Leatherstocking Tales #2),James Fenimore Cooper,3.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388199654i/38296.jpg
Anansi Boys,Neil Gaiman,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479778049i/2744.jpg
The Tempest,William Shakespeare,3.81,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546081115i/12985.jpg
"To Live and Die in Fantasyland (To Live, #3)",Ben Peller,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371152045i/17889664.jpg
The Iliad,Homer,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388188509i/1371.jpg
Lock and Key,Sarah Dessen,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479691949i/1295102.jpg
"Evernight (Evernight, #1)",Claudia Gray,3.64,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1306376600i/2722413.jpg
"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416342611i/34532.jpg
"The Short Second Life of Bree Tanner (Twilight, #3.5)",Stephenie Meyer,3.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274335680i/7937462.jpg
"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310494063i/2355575.jpg
Eugene Onegin,Alexander Pushkin,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388373138i/27822.jpg
"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.59,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181482i/3165162.jpg
"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391464462i/43916.jpg
Swan Song,Robert R. McCammon,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1445981000i/11557.jpg
The Dispossessed,Ursula K. Le Guin,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1353467455i/13651.jpg
"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554401296i/365.jpg
Twenty Love Poems and a Song of Despair,Pablo Neruda,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447622711i/5932.jpg
Let the Right One In,John Ajvide Lindqvist,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327893384i/943402.jpg
"Memnoch the Devil (The Vampire Chronicles, #5)",Anne Rice,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1506208231i/31338.jpg
A River Runs Through it and Other Stories,Norman Maclean,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924914i/30043.jpg
The Stinky Cheese Man and Other Fairly Stupid Tales,Jon Scieszka,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1488588399i/407429.jpg
"The Iron Daughter (The Iron Fey, #2)",Julie Kagawa,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1271790654i/7747064.jpg
"School's Out—Forever (Maximum Ride, #2)",James Patterson,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1346079917i/13139.jpg
"The Winds of War (The Henry Family, #1)",Herman Wouk,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442187661i/21484.jpg
Between Shades of Gray,Ruta Sepetys,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479i/7824322.jpg
We Have Always Lived in the Castle,Shirley Jackson,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415357189i/89724.jpg
"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385297074i/50.jpg
The Collector,John Fowles,3.99,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394828024i/243705.jpg
Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347694754i/105992.jpg
Fingersmith,Sarah Waters,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545241494i/8913370.jpg
"Storm Front (The Dresden Files, #1)",Jim Butcher,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273i/47212.jpg
"Saving the World and Other Extreme Sports (Maximum Ride, #3)",James Patterson,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442335715i/33676.jpg
The Kitchen God's Wife,Amy Tan,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434152599i/12557.jpg
Shot Down: The True Story of Pilot Howard Snyder and the Crew of the B-17 Susan Ruth,Steve Snyder,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1416874318i/22881898.jpg
"This Present Darkness (Darkness, #1)",Frank E. Peretti,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388202265i/17309.jpg
"Blue Moon (The Immortals, #2)",Alyson Noel,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362336365i/6134826.jpg
For One More Day,Mitch Albom,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438705425i/10929.jpg
Invisible Cities,Italo Calvino,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468623303i/9809.jpg
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577589i/8694.jpg
"Rules of Attraction (Perfect Chemistry, #2)",Simone Elkeles,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439792205i/7137775.jpg
"The Way of Shadows (Night Angel, #1)",Brent Weeks,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881551i/3227063.jpg
"Awakened (House of Night, #8)",P.C. Cast,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1307744664i/8652190.jpg
The Tin Drum,Günter Grass,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327945103i/35743.jpg
Tropic of Cancer,Henry Miller,3.68,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408753140i/249.jpg
"Half-Blood (Covenant, #1)",Jennifer L. Armentrout,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1311865840i/9680718.jpg
Tales of H.P. Lovecraft,H.P. Lovecraft,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168709833i/36314.jpg
Fall on Your Knees,Ann-Marie MacDonald,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1481449709i/5174.jpg
"Bloodfever (Fever, #2)",Karen Marie Moning,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302566396i/344262.jpg
"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324059760i/40493.jpg
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1555221560i/23766634.jpg
"Go, Dog. Go!",P.D. Eastman,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333578440i/460548.jpg
Till We Have Faces,C.S. Lewis,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1381692105i/17343.jpg
"Stones from the River (Burgdorf Cycle, #1)",Ursula Hegi,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1366513909i/77163.jpg
Switched (Trylle #1),Amanda Hocking,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352379430i/12180581.jpg
A Scanner Darkly,Philip K. Dick,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388737865i/14817.jpg
"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327884972i/15196.jpg
Timeline,Michael Crichton,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1405420745i/7669.jpg
Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420585954i/23692271.jpg
"Inkspell (Inkworld, #2)",Cornelia Funke,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1395358683i/28195.jpg
Animal Farm / 1984,George Orwell,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327959366i/5472.jpg
"Kushiel's Dart (Phèdre's Trilogy, #1)",Jacqueline Carey,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328168291i/153008.jpg
Zorba the Greek,Nikos Kazantzakis,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542885673i/53639.jpg
A Town Like Alice,Nevil Shute,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327957610i/107301.jpg
The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327908992i/693208.jpg
"A Dirty Job (Grim Reaper, #1)",Christopher Moore,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331323415i/33456.jpg
"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1285771367i/9409458.jpg
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",Trenton Lee Stewart,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529611235i/40605329.jpg
Ubik,Philip K. Dick,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327995569i/22590.jpg
"Origin (Lux, #4)",Jennifer L. Armentrout,4.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398100888i/13644052.jpg
Archer's Voice,Mia Sheridan,4.41,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477963466i/32822135.jpg
Before I Go to Sleep,S.J. Watson,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358353512i/9736930.jpg
Practical Magic (Practical Magic #1),Alice Hoffman,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490354120i/22896.jpg
Germinal,Émile Zola,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388208755i/28407.jpg
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758.jpg
The Decameron,Giovanni Boccaccio,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1472027832i/51799.jpg
"The Complete Persepolis (Persepolis, #1-4)",Marjane Satrapi,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327876995i/991197.jpg
Empire Falls,Richard Russo,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403184884i/187020.jpg
The Tale of Despereaux,Kate DiCamillo,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1412211823i/37190.jpg
The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878144i/6493208.jpg
"Starcrossed (Starcrossed, #1)",Josephine Angelini,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358266716i/9462795.jpg
Brave New World / Brave New World Revisited,Aldous Huxley,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331315450i/5479.jpg
The Rescue,Nicholas Sparks,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385055753i/3462.jpg
"Destined for an Early Grave (Night Huntress, #4)",Jeaniene Frost,4.34,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1315175949i/5604848.jpg
The Forty Rules of Love,Elif Shafak,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442161289i/6642715.jpg
"The Time Quartet Box Set (Time Quartet, #1-4)",Madeleine L'Engle,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165637344i/7619.jpg
The Color of Water: A Black Man's Tribute to His White Mother,James   McBride,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401311300i/29209.jpg
Exotic Neurotic,Kenneth Jarrett Singleton,4.37,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1462818814i/29395568.jpg
Hearts in Atlantis,Stephen King,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374048926i/11602.jpg
Momo,Michael Ende,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420905611i/68811.jpg
"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390284148i/91661.jpg
Jaws (Jaws #1),Peter Benchley,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1533963881i/126232.jpg
The Raven and Other Poems,Edgar Allan Poe,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1531333053i/269322.jpg
The Turn of the Screw,Henry James,3.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567172392i/12948.jpg
The Tale of Genji,Murasaki Shikibu,3.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401241319i/7042.jpg
The Waves,Virginia Woolf,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439492320i/46114.jpg
"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",Abbi Glines,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349565157i/16070903.jpg
Nights in Rodanthe,Nicholas Sparks,3.84,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328145638i/15926.jpg
"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388236899i/64222.jpg
A Room of One's Own,Virginia Woolf,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521.jpg
"The Evolution of Mara Dyer (Mara Dyer, #2)",Michelle Hodkin,4.3,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336663149i/13643567.jpg
Hopscotch,Julio Cortázar,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1367728486i/53413.jpg
The Book of Disquiet: The Complete Edition,Fernando Pessoa,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1532091203i/40881621.jpg
Harriet the Spy (Harriet the Spy #1),Louise Fitzhugh,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518446869i/232576.jpg
The Day of the Triffids,John Wyndham,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320530145i/530965.jpg
Mother Night,Kurt Vonnegut Jr.,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344621657i/9592.jpg
"Journey to the Center of the Earth (Extraordinary Voyages, #3)",Jules Verne,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389754903i/32829.jpg
A Little Life,Hanya Yanagihara,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1446469353i/22822858.jpg
Chronicle of a Death Foretold,Gabriel García Márquez,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1553959324i/23878.jpg
The Choice,Nicholas Sparks,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1448923617i/25402194.jpg
"Under the Never Sky (Under the Never Sky, #1)",Veronica Rossi,4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356591725i/11594257.jpg
"Pretty Little Liars (Pretty Little Liars, #1)",Sara Shepard,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377830522i/162085.jpg
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390284698i/28877.jpg
The Accidental Tourist,Anne Tyler,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936319i/60792.jpg
Year of Wonders,Geraldine Brooks,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327936622i/4965.jpg
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900.jpg
"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",L.M. Montgomery,4.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1267721500i/3579.jpg
Batman: The Dark Knight Returns,Frank Miller,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327892039i/59960.jpg
