id,title,year,genre,stars,rating,duration,img_src,YT_link
399,The Affair,2014,Drama,"['Ruth Wilson', 'Maura Tierney', 'Julia Goldani Telles']",7.8,60,"""https://m.media-amazon.com/images/M/MV5BNThlZDAxNzEtMmExMi00ZWU2LTg5OWEtMTg4MTBmMTM2ZmQ0XkEyXkFqcGdeQXVyOTA3MTMyOTk@.jpg""",bPTtrScW3-E
400,The Brink,2015,Comedy,"['Tim Robbins', 'Pablo Schreiber', 'Aasif Mandvi']",8.5,30,"""https://m.media-amazon.com/images/M/MV5BMjQwODkwMjgwMV5BMl5BanBnXkFtZTgwNTA0NjY3NTE@.jpg""",OUJ_fOo4d14
401,The Knick,2014,"Drama, History","['André Holland', 'Jeremy Bobb', 'Juliet Rylance']",8.4,58,"""https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@.jpg""",z9rKY8MLWTU
402,Person of Interest,2011,"Action, Crime, Drama","['Taraji P. Henson', 'Kevin Chapman', 'Michael Emerson']",8.4,43,"""https://m.media-amazon.com/images/M/MV5BZDU1NzA5YzUtNTdmNy00NTVjLWFhNzEtYWI1NmNkNTA1ZDBhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",WYDWSNMTauQ
403,The Young Pope,2016,Drama,"['Diane Keaton', 'Silvio Orlando', 'Javier Cámara']",8.5,546,"""https://m.media-amazon.com/images/M/MV5BMjA4ODA2NjAxMV5BMl5BanBnXkFtZTgwMTUzOTA4MDI@.jpg""",N2ZFdepTu-w
404,The Last Ship,2014,"Action, Drama, Sci-Fi","['Adam Baldwin', 'Charles Parnell', 'Travis Van Winkle']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTQ5MTM5Mjc5NV5BMl5BanBnXkFtZTgwMTk2MzExOTE@.jpg""",5ELd2aKFDXs
405,Generation Kill,2008,"Drama, War","['James Ransone', 'Lee Tergesen', 'Jon Huertas']",8.5,70,"""https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@.jpg""",v3GkHcZHQrY
406,The Wire,2002,"Crime, Drama, Thriller","['Lance Reddick', 'Sonja Sohn', 'Wendell Pierce']",9.3,59,"""https://m.media-amazon.com/images/M/MV5BZmY5ZDMxODEtNWIwOS00NjdkLTkyMjktNWRjMDhmYjJjN2RmXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",9qK-VGjMr8g
407,Southland,2009,"Crime, Drama, Thriller","['Shawn Hatosy', 'Regina King', 'Ben McKenzie']",8.4,42,"""https://m.media-amazon.com/images/M/MV5BMjAwNzQ4MTMyMF5BMl5BanBnXkFtZTcwMDk3NTYyNw@@.jpg""",0CYdbK14N_Q
408,Wilfred,2007,"Comedy, Drama","['Adam Zwar', 'Cindy Waddingham', 'Kim Gyngell']",7.8,25,"""https://m.media-amazon.com/images/M/MV5BYTJlYjVmODUtNjNmZC00YTgxLWE1ZWQtNDhlOTYwZDI1OWM4XkEyXkFqcGdeQXVyNjU1MTEwMjI@.jpg""",GBmf43IacZY
409,Wilfred,2011,"Comedy, Drama, Mystery","['Jason Gann', 'Fiona Gubelmann', 'Dorian Brown Pham']",7.8,22,"""https://m.media-amazon.com/images/M/MV5BMTUxMTk4NDIyMV5BMl5BanBnXkFtZTgwMDQ0MTAyMjE@.jpg""",GBmf43IacZY
410,The Inbetweeners,2008,Comedy,"['James Buckley', 'Blake Harrison', 'Joe Thomas']",8.4,25,"""https://m.media-amazon.com/images/M/MV5BMmFlZjEyZjItODJkZS00MWU3LTg0MDMtZjRiYTFhNDE4ODRjXkEyXkFqcGdeQXVyODE5NzE3OTE@.jpg""",iAqOk9KwZoI
411,Impractical Jokers,2011,"Comedy, Reality-TV","['James Murray', 'Sal Vulcano', 'Joe Gatto']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BMTg4ODkwODAzMV5BMl5BanBnXkFtZTgwNDMwNDM5NDM@.jpg""",v752cY-w508
412,Suits,2011,"Comedy, Drama","['Patrick J. Adams', 'Meghan Markle', 'Sarah Rafferty']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BNmVmMmM5ZmItZDg0OC00NTFiLWIxNzctZjNmYTY5OTU3ZWU3XkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg""",85z53bAebsI
413,Community,2009,Comedy,"['Danny Pudi', 'Donald Glover', 'Chevy Chase']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BNDQ5NDZiYjktZmFmMy00MjAxLTk1MDktOGZjYTY5YTE1ODdmXkEyXkFqcGdeQXVyNjcwMzEzMTU@.jpg""",sBCE9oIuN24
414,The Last Man on Earth,2015,"Action, Comedy, Drama","['January Jones', 'Cleopatra Coleman', 'Kristen Schaal']",7.3,22,"""https://m.media-amazon.com/images/M/MV5BMTUwMDQ2NTM2NF5BMl5BanBnXkFtZTgwMTk1NTk4OTE@.jpg""",-biQK8le1wI
415,Episodes,2011,Comedy,"['Stephen Mangan', 'Tamsin Greig', 'John Pankow']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BMTUwNzA5ODgyMV5BMl5BanBnXkFtZTgwMzEzOTc4MjI@.jpg""",z4yH0mI-yJs
416,Siblings,2014,Comedy,"['Tom Stourton', 'Stella Gonet', 'Matthew Steer']",7.1,28,"""https://m.media-amazon.com/images/M/MV5BZWYyY2JiNmQtZTc0Mi00MGVjLWJkZDktMjA1YzhiMDRiMzJjXkEyXkFqcGdeQXVyMjExMjk0ODk@.jpg""",gWZ4mtZtvww
417,How Not to Live Your Life,2007,Comedy,"['David Armand', 'Leila Hoffman', 'Laura Haddock']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMTY3NTI1OTQ2OF5BMl5BanBnXkFtZTcwMDY2ODc4Mw@@.jpg""",6G0anKmi050
418,QI,2003,"Comedy, Game-Show","['Stephen Fry', 'Sandi Toksvig', 'Phill Jupitus']",8.6,25,"""https://m.media-amazon.com/images/M/MV5BY2M2OTg3MDgtMjhiNC00Mzk0LWE4YjgtYzdjNzY0ODZkNTk4XkEyXkFqcGdeQXVyMDE4MzA0NQ@@.jpg""",5w54yW2Ur50
419,Peep Show,2003,Comedy,"['Robert Webb', 'Matt King', 'Olivia Colman']",8.6,22,"""https://m.media-amazon.com/images/M/MV5BZjYwMWJhOWMtZTc5ZC00MGY0LTg0ZjktMzFhODhhZGZhNDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",JutL_l9XByA
420,Bob's Burgers,2011,"Animation, Comedy","['Dan Mintz', 'Eugene Mirman', 'John Roberts']",8.1,42,"""https://m.media-amazon.com/images/M/MV5BZGJiNmM1NDctNWUxYS00YzE4LWJjNTgtYTJhYzE0NjFmMTMwXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg""",GDcOfvVVyzE
421,The Island,2015,"Drama, Fantasy, Mystery","['Graham Sheldon', 'Jud Nichols', 'Earnest Marshall']",8.2,22,"""https://m.media-amazon.com/images/M/MV5BNTAxNDgwNTM4Ml5BMl5BanBnXkFtZTgwMjgzMTI5NTE@.jpg""",GxpwiwOdMHk
422,The League,2009,"Comedy, Sport","['Jonathan Lajoie', 'Nick Kroll', 'Stephen Rannazzisi']",7.9,25,"""https://m.media-amazon.com/images/M/MV5BMjAxMDg2NTc4OV5BMl5BanBnXkFtZTgwNTI2NTIzNjE@.jpg""",wiTg2GLqVMs
423,Plebs,2013,Comedy,"['Ryan Sampson', 'Tom Basden', 'Karl Theobald']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BMjVkYjg4OTYtODA1NS00NGUzLTkzN2ItZDI2Mzc0MTZlZTkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDAxMTYzMjQ@.jpg""",-8nV2x4v894
424,Never Mind the Buzzcocks,1996,"Comedy, Game-Show, Music","['Mark Lamarr', 'Bill Bailey', 'Sean Hughes']",8.2,30,"""https://m.media-amazon.com/images/M/MV5BMTQ0ODQ1MzM5NF5BMl5BanBnXkFtZTgwNzYxOTkzNjE@.jpg""",RqMWOO_LdSg
425,Party Down,2009,Comedy,"['Ken Marino', 'Ryan Hansen', 'Martin Starr']",7.5,50,"""https://m.media-amazon.com/images/M/MV5BNDQyMzE0ODgtNjg4MC00Njk4LWI1ZGUtZWU3MmUxOGNiOTQxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",ayQ_8CPyotg
426,The Vault,2011,"Drama, Mystery, Thriller","['Adam Epelbaum', 'Alexia Dox', 'Carlo Maghirang']",7.9,42,"""https://m.media-amazon.com/images/M/MV5BMjAyNDM3MjU3MV5BMl5BanBnXkFtZTgwOTMwOTUyMDE@.jpg""",0wcAdomDWRA
427,Fresh Meat,2011,"Comedy, Drama","['Greg McHugh', 'Kimberley Nixon', 'Charlotte Ritchie']",6.3,24,"""https://m.media-amazon.com/images/M/MV5BZWM1Mzc0ZmQtZWI1Ni00NDk5LTgwY2YtMjViZGY3ZTZlMjJhXkEyXkFqcGdeQXVyMTgxOTIzNzk@.jpg""",QsDnApqgREw
428,Married at First Sight,2014,Reality-TV,"['Calvin Roberson', 'Jessica Griffin', 'Joseph Cilona']",8.1,30,"""https://m.media-amazon.com/images/M/MV5BMTkwMDQyMzc1OV5BMl5BanBnXkFtZTgwMDU5MDE2NDE@.jpg""",pEpl1-yDQOQ
429,Friday Night Dinner,2011,Comedy,"['Simon Bird', 'Paul Ritter', 'Tom Rosenthal']",8.6,42,"""https://m.media-amazon.com/images/M/MV5BMWU2ZjAyNzEtYzM4ZS00MGVlLTlkYzAtYTEyMGUyN2FlNTEyXkEyXkFqcGdeQXVyMTk3NDAwMzI@.jpg""",Oxs7phFtT4k
430,Hannibal,2013,"Crime, Drama, Horror","['Mads Mikkelsen', 'Caroline Dhavernas', 'Laurence Fishburne']",8.5,44,"""https://m.media-amazon.com/images/M/MV5BNWU5YmJhNWEtZGVlOS00NmRhLThmNzUtYjAyMDA2MDg5ZTM4XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",Sx9bjEfzV_s
431,Banshee,2013,"Action, Crime, Drama","['Ivana Milicevic', 'Ulrich Thomsen', 'Frankie Faison']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BMTkzNTA1MDI5M15BMl5BanBnXkFtZTcwNTY3NjAwOQ@@.jpg""",VI7haj7HTCA
432,Kingdom,2014,Drama,"['Kiele Sanchez', 'Matt Lauria', 'Jonathan Tucker']",8.4,43,"""https://m.media-amazon.com/images/M/MV5BMDU4NWZhZjItMGFiMy00ODM4LWFkMmItYTdlNzRiYTRmMTE3XkEyXkFqcGdeQXVyNDIzMzcwNjc@.jpg""",4l-yByZpaaM
433,Luther,2010,"Crime, Drama, Mystery","['Dermot Crowley', 'Michael Smiley', 'Warren Brown']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",qRcizKbrsws
434,Bates Motel,2013,"Drama, Horror, Mystery","['Freddie Highmore', 'Max Thieriot', 'Nicola Peltz']",8.1,45,"""https://m.media-amazon.com/images/M/MV5BMzk4OTU5NTE2M15BMl5BanBnXkFtZTcwNTIxMDIyOQ@@.jpg""",CamCCXK4fFw
435,Harper's Island,2009,"Drama, Horror, Mystery","['Christopher Gorham', 'Matt Barr', 'Gina Holden']",7.5,40,"""https://m.media-amazon.com/images/M/MV5BMTQwMjg2NDY4N15BMl5BanBnXkFtZTcwNTQ4NjE3Mg@@.jpg""",aNoQM8jH75o
436,Penny Dreadful,2014,"Drama, Fantasy, Horror","['Timothy Dalton', 'Eva Green', 'Reeve Carney']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTQ0Mzg2NzcyNl5BMl5BanBnXkFtZTgwMDE1NzU2NDE@.jpg""",YFXHfEqMcis
437,Fargo,2014,"Crime, Drama, Thriller","['Martin Freeman', 'Allison Tolman', 'Colin Hanks']",8.9,53,"""https://m.media-amazon.com/images/M/MV5BNTUyYjZiOTQtY2VhZC00MzdhLWJlNzctZjQyYjk1ZTZmOTZiXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",gKs8DzjPDMU
438,The Last Ship,2014,"Action, Drama, Sci-Fi","['Adam Baldwin', 'Charles Parnell', 'Travis Van Winkle']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTQ5MTM5Mjc5NV5BMl5BanBnXkFtZTgwMTk2MzExOTE@.jpg""",5ELd2aKFDXs
439,Constantine,2014,"Drama, Fantasy, Horror","['Harold Perrineau', 'Charles Halford', 'Angélica Celaya']",7.5,43,"""https://m.media-amazon.com/images/M/MV5BMTQ2MzQzMjA2NF5BMl5BanBnXkFtZTgwODg1MTI4MjE@.jpg""",vtbinTXw9-s
440,Humans,2015,"Drama, Sci-Fi","['Gemma Chan', 'Lucy Carless', 'Tom Goodman-Hill']",7.2,42,"""https://m.media-amazon.com/images/M/MV5BMTQ3NjE2OTY4NF5BMl5BanBnXkFtZTgwMTE0NDc0ODE@.jpg""",BV8qFeZxZPE
441,Killjoys,2015,"Action, Adventure, Sci-Fi","['Aaron Ashmore', 'Luke Macfarlane', 'Tamsen McDonough']",7.9,42,"""https://m.media-amazon.com/images/M/MV5BZmEwN2I0NjktNDBmNS00MTgzLWI1ODgtZGY5NzM5ZDMyNjdmXkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg""",ST9OkLjTu9Q
442,Agent Carter,2015,"Action, Adventure, Sci-Fi","[""James D'Arcy"", 'Enver Gjokaj', 'Chad Michael Murray']",7.4,42,"""https://m.media-amazon.com/images/M/MV5BMzk0MzkxODMwOV5BMl5BanBnXkFtZTgwMjQzODE4NzE@.jpg""",qPiMNPlbijw
443,Wayward Pines,2015,"Drama, Mystery, Sci-Fi","['Toby Jones', 'Shannyn Sossamon', 'Hope Davis']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BNmVkY2M0NDAtMTJiOC00ZDIzLTkwYzAtY2ViMmJlZjFkMWVmXkEyXkFqcGdeQXVyNDUwNzEzMDI@.jpg""",RsQ9Fl0VCkk
444,Marco Polo,2014,"Adventure, Drama, History","['Benedict Wong', 'Joan Chen', 'Remy Hii']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BMjM5NTk1MTc4OF5BMl5BanBnXkFtZTgwNTE5ODIxOTE@.jpg""",cDeTPgkOTaQ
445,Peaky Blinders,2013,"Crime, Drama","['Paul Anderson', 'Helen McCrory', 'Sophie Rundle']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTkzNjEzMDEzMF5BMl5BanBnXkFtZTgwMDI0MjE4MjE@.jpg""",oVzVdvGIC7U
446,Orphan Black,2013,"Action, Drama, Sci-Fi","['Dylan Bruce', 'Jordan Gavaris', 'Kevin Hanchard']",8.4,44,"""https://m.media-amazon.com/images/M/MV5BZjM1ZTVlMGYtNjVkZS00OGMzLWFjMmYtYTE3NjJhZDRlODY3XkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg""",do_BCA-vR9E
447,Dark Matter,2015,"Adventure, Drama, Mystery","['Anthony Lemke', 'Alex Mallari Jr.', 'Jodelle Ferland']",7.2,42,"""https://m.media-amazon.com/images/M/MV5BYjI5OGMxNzYtZmZiYS00NDI1LWI4NWMtOTZmNjY1MjMzZjExXkEyXkFqcGdeQXVyNTgxMjE3OTQ@.jpg""",1TqwBlTQfTg
448,Into the Badlands,2015,"Action, Adventure, Drama","['Orla Brady', 'Emily Beecham', 'Aramis Knight']",8.1,42,"""https://m.media-amazon.com/images/M/MV5BNGUzMmNkMWMtNTI4OC00ZGY1LThlZmUtMDI5YjYyZDE2MzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@.jpg""",5KyHy4KRvIc
449,The Last Kingdom,2015,"Action, Drama, History","['Eliza Butterworth', 'Arnas Fedaravicius', 'Ian Hart']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@.jpg""",WxPApTGWwas
450,The Shannara Chronicles,2016,"Adventure, Fantasy, Sci-Fi","['Ivana Baquero', 'Manu Bennett', 'Aaron Jakubenko']",8.2,42,"""https://m.media-amazon.com/images/M/MV5BOWRmYWJmMzktZTk3MC00NWI3LWJlMWItOWU1MTI3ODUxNDYwXkEyXkFqcGdeQXVyNzgzMzE2MTk@.jpg""",NX17XtRzDWg
451,The Night Manager,2016,"Crime, Drama, Mystery","['Tom Hiddleston', 'Elizabeth Debicki', 'Olivia Colman']",8.5,358,"""https://m.media-amazon.com/images/M/MV5BMTk1NzkyMTUyN15BMl5BanBnXkFtZTgwNTM0NzM2ODE@.jpg""",g-ZcaKdvML8
452,Limitless,2015,"Comedy, Crime, Drama","['Jennifer Carpenter', 'Hill Harper', 'Mary Elizabeth Mastrantonio']",8.5,42,"""https://m.media-amazon.com/images/M/MV5BMTA4ODE4NjA5ODleQTJeQWpwZ15BbWU4MDUxMTQ0NTYx.jpg""",SS5SPPwrcT8
453,Skins,2007,Drama,"['Nicholas Hoult', 'Joe Dempsie', 'Hannah Murray']",8.7,46,"""https://m.media-amazon.com/images/M/MV5BMjE3MzMxNjUwMF5BMl5BanBnXkFtZTcwNTkwOTE2Mg@@.jpg""",7FKPoVNtmK0
454,The Night Of,2016,"Crime, Drama, Mystery","['John Turturro', 'Bill Camp', 'Amara Karan']",7.3,525,"""https://m.media-amazon.com/images/M/MV5BMjQyOTgxMDI0Nl5BMl5BanBnXkFtZTgwOTE4MzczOTE@.jpg""",PbHkfsyU-r8
455,The Expanse,2015,"Drama, Mystery, Sci-Fi","['Cas Anvar', 'Dominique Tipper', 'Wes Chatham']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BNGJlNzU1OTEtZDRmNy00YTM3LTgxNDgtMWEwNTg2OGI1YzYwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg""",kQuTAPWJxNo
456,Utopia,2013,"Drama, Mystery, Sci-Fi","['Paul Higgins', 'Neil Maskell', ""Fiona O'Shaughnessy""]",8.4,50,"""https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@.jpg""",uJnN3WMwDsk
457,The Thick of It,2005,Comedy,"['James Smith', 'Peter Capaldi', 'Joanna Scanlan']",8.7,29,"""https://m.media-amazon.com/images/M/MV5BZjc0ZDA5OTItYzhjNi00ZTJjLTg4OTYtZjk3NzBhODRlMTViXkEyXkFqcGdeQXVyMjc5OTMxMzQ@.jpg""",k4Vx1iPZej8
458,Luther,2010,"Crime, Drama, Mystery","['Dermot Crowley', 'Michael Smiley', 'Warren Brown']",8.5,60,"""https://m.media-amazon.com/images/M/MV5BYTdhNWMwYTMtNzQ3OC00ODZjLWI0YzQtYjVlODZiOWVlYTJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",qRcizKbrsws
459,Inside No. 9,2014,"Comedy, Drama, Horror","['Steve Pemberton', 'Rosie Cavaliero', 'Aimee-Ffion Edwards']",8.5,30,"""https://m.media-amazon.com/images/M/MV5BYTY1Y2UzMmItZDgzMC00Nzc1LTk3ZDAtYWM4MGFhNzdkYzU1XkEyXkFqcGdeQXVyMjQ1NjEyNzE@.jpg""",K5E2Z1NHXMA
460,Dirk Gently's Holistic Detective Agency,2016,"Action, Adventure, Comedy","['Elijah Wood', 'Hannah Marks', 'Jade Eshete']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BMTU3MDkzNzM5NF5BMl5BanBnXkFtZTgwMzEyNTgyMDI@.jpg""",5TNXaCBAjpo
461,The Leftovers,2014,"Drama, Fantasy, Mystery","['Amy Brenneman', 'Christopher Eccleston', 'Liv Tyler']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNTE3MDc1MjY4NV5BMl5BanBnXkFtZTgwMDg4MjQ4MTE@.jpg""",FLT3YUALJno
462,Spaced,1999,"Action, Comedy","['Simon Pegg', 'Julia Deakin', 'Nick Frost']",8.6,25,"""https://m.media-amazon.com/images/M/MV5BMmNjODUxNzctOWU2Zi00ZGU3LWI2MDEtMjZjNjE2MmJiMDZiXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",IXx0pxPD8mY
463,Brass Eye,1997,Comedy,"['Mark Heap', 'Kevin Eldon', 'Doon Mackichan']",8.6,25,"""https://m.media-amazon.com/images/M/MV5BOGRjYzI3OGEtZDFmNi00OWQxLWFjODgtZDUyNWMxYjI4MjA5XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",NULL
464,Atlanta,2016,"Comedy, Drama, Music","['Brian Tyree Henry', 'LaKeith Stanfield', 'Zazie Beetz']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BNzk5NDE5NDY1Ml5BMl5BanBnXkFtZTgwNTk0MTc3NDM@.jpg""",z7OB6CIZeOY
465,Peep Show,2003,Comedy,"['Robert Webb', 'Matt King', 'Olivia Colman']",8.6,25,"""https://m.media-amazon.com/images/M/MV5BZjYwMWJhOWMtZTc5ZC00MGY0LTg0ZjktMzFhODhhZGZhNDRjXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",JutL_l9XByA
466,The League of Gentlemen,1999,"Comedy, Horror","['Steve Pemberton', 'Reece Shearsmith', 'Jeremy Dyson']",8.4,60,"""https://m.media-amazon.com/images/M/MV5BNTY1NTAxYmMtYTMxNS00ZDhlLWFiYzEtMTYyMDEyMTYyMjYxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",o_qcxD1XQEw
467,Life on Mars,2006,"Crime, Drama, Mystery","['Philip Glenister', 'Liz White', 'Dean Andrews']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BZTY4Zjg2YzQtNGNjNC00YjdhLWE3OTMtYTM3YjRmNjBkZDE0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",cmmFwGgC4aU
468,Lilyhammer,2012,"Comedy, Crime, Drama","['Trond Fausa', 'Steinar Sagen', 'Marian Saastad Ottesen']",8.1,45,"""https://m.media-amazon.com/images/M/MV5BMTU5NjAyOTkyM15BMl5BanBnXkFtZTgwNzIzODAwMzE@.jpg""",gWZ4mtZtvww
469,Ashes to Ashes,2008,"Crime, Drama, Fantasy","['Keeley Hawes', 'Dean Andrews', 'Marshall Lancaster']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNWNiMGUxYmItYjM0YS00ZDVmLTk3NzQtODVjZWZmMjEyMzY0XkEyXkFqcGdeQXVyMTMxODk2OTU@.jpg""",Kk0ioIvpjb4
470,The Mighty Boosh,2003,"Comedy, Fantasy, Musical","['Noel Fielding', 'Michael Fielding', 'Rich Fulcher']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMGY2MDFhZDEtMDJhMy00MzEzLThjZWQtOWEzNDczOTNlMDQxXkEyXkFqcGdeQXVyODY0NzcxNw@@.jpg""",QvYgPszzxE8
471,Patriot,2015,"Comedy, Drama, Thriller","['Kurtwood Smith', 'Michael Chernus', 'Kathleen Munroe']",8.4,58,"""https://m.media-amazon.com/images/M/MV5BMzk0ODZiMTctOGYwZS00ZDU4LWI2ZDgtZjViZWRlNGQ1NDFiXkEyXkFqcGdeQXVyNjkwNzEwMzU@.jpg""",HW6usoJXCPY
472,Jam,2000,Comedy,"['Amelia Bullmore', 'David Cann', 'Julia Davis']",8.6,24,"""https://m.media-amazon.com/images/M/MV5BMTcwOTc1NDc2OV5BMl5BanBnXkFtZTcwMDg5MDcyMQ@@.jpg""",qMRpelMtbes
473,The Day Today,1994,Comedy,"['Steve Coogan', 'Patrick Marber', 'Rebecca Front']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BMjEwOTg3MzUyN15BMl5BanBnXkFtZTcwNjU4MDUyMQ@@.jpg""",lTBnxJE7cls
474,Father Ted,1995,Comedy,"[""Ardal O'Hanlon"", 'Frank Kelly', 'Pauline McLynn']",8.5,25,"""https://m.media-amazon.com/images/M/MV5BYTg3NTczOTUtZjMyNC00OWNiLThiOGQtMzJlMzEzNmIxOWI4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg""",NULL
475,I'm Alan Partridge,1997,Comedy,"['Simon Greenall', 'Felicity Montagu', 'Phil Cornwell']",8.5,29,"""https://m.media-amazon.com/images/M/MV5BODRmYzYzZjItMzNmYy00NGE5LTk0MjctYWJkOGNlOWM2MWM1XkEyXkFqcGdeQXVyNjU0OTQ0OTY@.jpg""",ctidPo0v42M
476,Garth Marenghi's Darkplace,2004,"Comedy, Fantasy, Horror","['Matt Berry', 'Matthew Holness', 'Alice Lowe']",7.1,30,"""https://m.media-amazon.com/images/M/MV5BOWIyNDI4M2YtNjI5ZS00NDE3LTk2NmQtZTc1YTUwNjgwYWMyXkEyXkFqcGdeQXVyMjMwNjYyMzE@.jpg""",SH0Wms5-oNg
477,Bruiser,2000,Comedy,"['Matthew Holness', 'Charlotte Hudson', 'Martin Freeman']",7.8,29,"""https://m.media-amazon.com/images/M/MV5BOTY4YTM2YTgtYzIzNy00NDk3LThlOGEtNmY0NmE4Y2I2ZThkXkEyXkFqcGdeQXVyNjExODE1MDc@.jpg""",gWZ4mtZtvww
478,PhoneShop,2009,Comedy,"['Tom Bennett', 'Andrew Brooke', 'Javone Prince']",8.2,30,"""https://m.media-amazon.com/images/M/MV5BMjAzNTQwODM2MV5BMl5BanBnXkFtZTcwNDk5OTM4OQ@@.jpg""",gWZ4mtZtvww
479,Happy!,2017,"Action, Comedy, Crime","['Ritchie Coster', 'Lili Mirojnick', 'Patton Oswalt']",8.3,60,"""https://m.media-amazon.com/images/M/MV5BNzk2NjYxMDMxMV5BMl5BanBnXkFtZTgwMzQxODcwNDI@.jpg""",t7OYkSgmM-w
480,Barry,2018,"Action, Comedy, Crime","['Stephen Root', 'Sarah Goldberg', 'Anthony Carrigan']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMmY1NTk5N2QtYWQyOS00NjhiLWFhZmYtYWZmZGFlMjEzY2E2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg""",M6TZdk1t8Zo
481,The Armando Iannucci Shows,2001,Comedy,"['Hugh Cecil', 'Karen Ascoe', 'Melanie Hudson']",8.4,26,"""https://m.media-amazon.com/images/M/MV5BMzk2NzI2Nzk3Nl5BMl5BanBnXkFtZTcwMzkwMDQyMw@@.jpg""",w8Zr3f-_Ft8
482,Monkey Dust,2003,"Animation, Comedy, Horror","['Morwenna Banks', 'Frances Barber', 'Rebecca Front']",7.7,29,"""https://m.media-amazon.com/images/M/MV5BNjEwMTI1OTk5M15BMl5BanBnXkFtZTcwMzkwMDcyMQ@@.jpg""",dzfJUib2y-Y
483,Xavier: Renegade Angel,2007,"Animation, Adventure, Comedy","['John Lee', 'Alyson Levy', 'Jim Tozzi']",8.8,12,"""https://m.media-amazon.com/images/M/MV5BNGQ5NzQ1NzEtZTFkNy00ZDUzLWIxODktNDY5ZjFlNGJiYmQzXkEyXkFqcGdeQXVyMjMwNjYyMzE@.jpg""",NULL
484,Nathan for You,2013,"Documentary, Comedy","['Anthony Filosa', 'William Heath', 'Brian S. Wolfe']",8.4,30,"""https://m.media-amazon.com/images/M/MV5BOGY4ZWM1MDUtZmM3MS00ZjAxLTkyYzMtMjgxODI1YzkzNGUwXkEyXkFqcGdeQXVyNzk2NzE5Mjk@.jpg""",NO8V72pDw1o
485,Undateable,2014,Comedy,"['Brent Morin', 'Bianca Kajlich', 'Ron Funches']",8.1,22,"""https://m.media-amazon.com/images/M/MV5BMzc0MDE5MjUwN15BMl5BanBnXkFtZTgwNzU5MTgwNzE@.jpg""",VrxxCA_h74c
