id,title,author,rating,img_src,genre
1826,Positive Thoughts Positive Outcomes: Master the Fourteen Principles to Transform Your Life,Shane Senior,4.46,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567750014l/50816371._SX5.jpg,Non Fiction
1827,The Third Chimpanzee: The Evolution and Future of the Human Animal,Jared Diamond,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442713688i/49234.jpg,Non Fiction
1828,A Sand County Almanac and Sketches Here and There,Aldo Leopold,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1283195046i/210404.jpg,Non Fiction
1829,In Cold Blood,Truman Capote,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136i/168642.jpg,Non Fiction
1830,Who Moved My Cheese?,Spencer Johnson,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388639717i/4894.jpg,Non Fiction
1831,The Tao of Pooh,Benjamin Hoff,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348137748i/48757.jpg,Non Fiction
1832,Meditations,Marcus Aurelius,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659.jpg,Non Fiction
1833,The Decline and Fall of the Roman Empire,Edward Gibbon,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435759367i/19400.jpg,Non Fiction
1834,Garlic and Sapphires: The Secret Life of a Critic in Disguise,Ruth Reichl,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436980266i/80642.jpg,Non Fiction
1835,Musicophilia: Tales of Music and the Brain,Oliver Sacks,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320494159i/1297985.jpg,Non Fiction
1836,"Sex with Kings: 500 Years of Adultery, Power, Rivalry, and Revenge",Eleanor Herman,3.69,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407108155i/78393.jpg,Non Fiction
1837,"Against Our Will: Men, Women and Rape",Susan Brownmiller,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1474573383i/103180.jpg,Non Fiction
1838,Consider the Lobster and Other Essays,David Foster Wallace,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388854217i/6751.jpg,Non Fiction
1839,"Mind Maps: Quicker Notes, Better Memory, and Improved Learning 2.0",Michael Taylor,3.61,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354794214i/16270124.jpg,Non Fiction
1840,Reclaim: The Septemist Manifesto,Carl Grip,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423246780i/24852866.jpg,Non Fiction
1841,The Big Burn: Teddy Roosevelt and the Fire That Saved America,Timothy Egan,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348837950i/6452538.jpg,Non Fiction
1842,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,Russell Shorto,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388289716i/45000.jpg,Non Fiction
1843,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442873339i/6694937.jpg,Non Fiction
1844,Dispatches,Michael Herr,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1343099128i/4339.jpg,Non Fiction
1845,The Innocents Abroad,Mark Twain,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388280342i/2443.jpg,Non Fiction
1846,A Civil Action,Jonathan Harr,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436324928i/27397.jpg,Non Fiction
1847,If I Should Die Before My Dog—,Joe Connolly,4.7,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356210069i/16186085.jpg,Non Fiction
1848,The Dark Side: The Inside Story of How the War on Terror Turned Into a War on American Ideals,Jane Mayer,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442764560i/3280003.jpg,Non Fiction
1849,What the Dog Saw and Other Adventures,Malcolm Gladwell,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344263875i/6516450.jpg,Non Fiction
1850,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,4.2,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440953986i/570172.jpg,Non Fiction
1851,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",Karen Armstrong,3.87,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924363i/3873.jpg,Non Fiction
1852,Pilgrim at Tinker Creek,Annie Dillard,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388717988i/12527.jpg,Non Fiction
1853,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388791106i/7493.jpg,Non Fiction
1854,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",Gretchen Rubin,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1256849491i/6398634.jpg,Non Fiction
1855,In the Wake of the Plague: The Black Death and the World It Made,Norman F. Cantor,3.47,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404131759i/173258.jpg,Non Fiction
1856,Will in the World: How Shakespeare Became Shakespeare,Stephen Greenblatt,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1378711252i/137717.jpg,Non Fiction
1857,The Dance of Anger,Harriet Lerner,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388261597i/31312.jpg,Non Fiction
1858,Working: People Talk about What They Do All Day and How They Feel about What They Do,Studs Terkel,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210645i/59649.jpg,Non Fiction
1859,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1302127919i/6117055.jpg,Non Fiction
1860,The First World War,John Keegan,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403194704i/8914.jpg,Non Fiction
1861,102 Minutes: The Untold Story of the Fight to Survive Inside the Twin Towers,Jim Dwyer,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408991899i/177187.jpg,Non Fiction
1862,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1545854312i/12609433.jpg,Non Fiction
1863,Infidel,Ayaan Hirsi Ali,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256729i/81227.jpg,Non Fiction
1864,Animals in Translation: Using the Mysteries of Autism to Decode Animal Behavior,Temple Grandin,4.14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442375726i/7366.jpg,Non Fiction
1865,The Righteous Mind: Why Good People Are Divided by Politics and Religion,Jonathan Haidt,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534528902i/11324722.jpg,Non Fiction
1866,How Proust Can Change Your Life,Alain de Botton,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403181774i/23420.jpg,Non Fiction
1867,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404042682i/26.jpg,Non Fiction
1868,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Marcus Luttrell,4.35,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265535i/711901.jpg,Non Fiction
1869,Letter to a Christian Nation,Sam Harris,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385089375i/51299.jpg,Non Fiction
1870,The Womanly Art of Breastfeeding,La Leche League International,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438022258i/191632.jpg,Non Fiction
1871,The Coming Plague: Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441778813i/46722.jpg,Non Fiction
1872,Star Struck: Interviews with Dirty Harry and other Hollywood Icons,Betty Dravis,4.72,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1337749376i/13051952.jpg,Non Fiction
1873,"The Coyote's Bicycle: The Untold Story of 7,000 Bicycles and the Rise of a Borderland Empire",Kimball Taylor,4.05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1452414427i/25690420.jpg,Non Fiction
1874,The Assault on Reason,Al Gore,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1433734110i/104287.jpg,Non Fiction
1875,Wild Swans: Three Daughters of China,Jung Chang,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848.jpg,Non Fiction
1876,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,4.5,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328751532i/6792458.jpg,Non Fiction
1877,"An Incomplete Education: 3,684 Things You Should Have Learned But Probably Didn't",Judy Jones,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1447345275i/126041.jpg,Non Fiction
1878,The Fatal Shore: The Epic of Australia's Founding,Robert Hughes,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1383192739i/306090.jpg,Non Fiction
1879,How We Decide,Jonah Lehrer,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1382946716i/3860977.jpg,Non Fiction
1880,Sex at Dawn: The Prehistoric Origins of Modern Sexuality,Christopher  Ryan,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291105594i/7640261.jpg,Non Fiction
1881,Voices from Chernobyl: The Oral History of a Nuclear Disaster,Svetlana Alexievich,4.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316637138i/357486.jpg,Non Fiction
1882,Fear and Loathing in Las Vegas,Hunter S. Thompson,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394204569i/7745.jpg,Non Fiction
1883,The Feminine Mystique,Betty Friedan,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1377019820i/17573685.jpg,Non Fiction
1884,Dumbing Us Down: The Hidden Curriculum of Compulsory Schooling,John Taylor Gatto,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387731474i/225850.jpg,Non Fiction
1885,The Ancestor's Tale: A Pilgrimage to the Dawn of Evolution,Richard Dawkins,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1423600058i/17977.jpg,Non Fiction
1886,Death's Acre: Inside the Legendary Forensic Lab the Body Farm Where the Dead Do Tell Tales,William M. Bass,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309204605i/15251.jpg,Non Fiction
1887,The Closing of the American Mind,Allan Bloom,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1291063942i/75812.jpg,Non Fiction
1888,Antifragile: Things That Gain from Disorder,Nassim Nicholas Taleb,4.09,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1352422827i/13530973.jpg,Non Fiction
1889,"Ghost Wars: The Secret History of the CIA, Afghanistan, and Bin Laden from the Soviet Invasion to September 10, 2001",Steve Coll,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924074i/71984.jpg,Non Fiction
1890,From Beirut to Jerusalem,Thomas L. Friedman,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328295618i/3559.jpg,Non Fiction
1891,The Diversity of Life,Edward O. Wilson,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349016043i/503051.jpg,Non Fiction
1892,The Death and Life of Great American Cities,Jane Jacobs,4.31,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1168135326i/30833.jpg,Non Fiction
1893,Your Money or Your Life,Vicki Robin,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388257379i/78428.jpg,Non Fiction
1894,The Teenage Liberation Handbook: How to Quit School and Get a Real Life and Education,Grace Llewellyn,4.23,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387664917i/305758.jpg,Non Fiction
1895,Flu: The Story Of the Great Influenza Pandemic of 1918 and the Search for the Virus That Caused It,Gina Kolata,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440930349i/763331.jpg,Non Fiction
1896,"Ballad of the Whiskey Robber: A True Story of Bank Heists, Ice Hockey, Transylvanian Pelt Smuggling, Moonlighting Detectives, and Broken Hearts",Julian Rubinstein,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442701053i/28805.jpg,Non Fiction
1897,The Innocent Man: Murder and Injustice in a Small Town,John Grisham,3.82,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441415135i/5345.jpg,Non Fiction
1898,Coming Into the Country,John McPhee,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441496505i/79.jpg,Non Fiction
1899,A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388189974i/9791.jpg,Travel
1900,Into the Wild,Jon Krakauer,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403173986i/1845.jpg,Travel
1901,"Eat, Pray, Love",Elizabeth Gilbert,3.56,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503066414i/19501.jpg,Travel
1902,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1463384482i/1898.jpg,Travel
1903,In a Sunburned Country,Bill Bryson,4.07,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388176242i/24.jpg,Travel
1904,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1453189881i/12262741.jpg,Travel
1905,Notes from a Small Island,Bill Bryson,3.92,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479653223i/28.jpg,Travel
1906,Travels with Charley: In Search of America,John Steinbeck,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924381i/5306.jpg,Travel
1907,Under the Tuscan Sun,Frances Mayes,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524083i/480479.jpg,Travel
1908,A Year in Provence,Peter Mayle,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535746681i/40189.jpg,Travel
1909,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,Bill Bryson,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184037i/25.jpg,Travel
1910,Endurance: Shackleton's Incredible Voyage,Alfred Lansing,4.4,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391329559i/139069.jpg,Travel
1911,A Moveable Feast,Ernest Hemingway,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1427463201i/4631.jpg,Travel
1912,Seven Years in Tibet,Heinrich Harrer,4.08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388251499i/270032.jpg,Travel
1913,Blue Highways,William Least Heat-Moon,4.01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425628317i/63832.jpg,Travel
1914,The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1404042682i/26.jpg,Travel
1915,Kon-Tiki,Thor Heyerdahl,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348547584i/790171.jpg,Travel
1916,Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441636831i/28239.jpg,Travel
1917,The Great Railway Bazaar,Paul Theroux,3.91,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440437557i/63689.jpg,Travel
1918,"1,000 Places to See Before You Die",Patricia Schultz,3.85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387718704i/11525.jpg,Travel
1919,Neither Here nor There: Travels in Europe,Bill Bryson,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388187396i/27.jpg,Travel
1920,The Songlines,Bruce Chatwin,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388186150i/76844.jpg,Travel
1921,Out of Africa,Isak Dinesen,3.96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1178296503i/781787.jpg,Travel
1922,Don't Let's Go to the Dogs Tonight: An African Childhood,Alexandra Fuller,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388194903i/24687.jpg,Travel
1923,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.88,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924418i/11077.jpg,Travel
1924,Soul Travellers: Turning Miles into Memories,Andre Mokalu,4.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1503742935i/36126648.jpg,Travel
1925,West with the Night,Beryl Markham,4.19,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1368204688i/1624.jpg,Travel
1926,In Patagonia,Bruce Chatwin,3.71,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386924798i/79909.jpg,Travel
1927,Out of Africa / Shadows on the Grass,Isak Dinesen,4.24,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406934762i/26474.jpg,Travel
1928,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric    Weiner,3.83,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347304179i/1918305.jpg,Travel
1929,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto Che Guevara,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354902593i/172732.jpg,Travel
1930,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,4.16,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1335902168i/17780.jpg,Travel
1931,Wild Swans: Three Daughters of China,Jung Chang,4.26,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848.jpg,Travel
1932,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388290849i/3858.jpg,Travel
1933,A Time of Gifts,Patrick Leigh Fermor,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321602492i/253984.jpg,Travel
1934,Life on the Mississippi,Mark Twain,3.89,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309286211i/99152.jpg,Travel
1935,On the Road,Jack Kerouac,3.62,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1413588576i/70401.jpg,Travel
1936,Round Ireland with a Fridge,Tony Hawks,3.79,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1438308095i/23316.jpg,Travel
1937,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531284i/85622.jpg,Travel
1938,Riding the Iron Rooster,Paul Theroux,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320531725i/130511.jpg,Travel
1939,Ghost Train to the Eastern Star,Paul Theroux,4.02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320456657i/2071926.jpg,Travel
1940,The Innocents Abroad,Mark Twain,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388280342i/2443.jpg,Travel
1941,Confederates in the Attic: Dispatches from the Unfinished Civil War,Tony Horwitz,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428284996i/38855.jpg,Travel
1942,From the Holy Mountain: A Journey Among the Christians of the Middle East,William Dalrymple,4.29,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312034282i/104039.jpg,Travel
1943,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,Rolf Potts,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320532720i/100247.jpg,Travel
1944,A Short Walk in the Hindu Kush,Eric Newby,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738186i/118141.jpg,Travel
1945,Blue Latitudes: Boldly Going Where Captain Cook Has Gone Before,Tony Horwitz,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316136524i/94529.jpg,Travel
1946,The River of Doubt: Theodore Roosevelt's Darkest Journey,Candice Millard,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430014768i/78508.jpg,Travel
1947,The Happy Isles of Oceania: Paddling the Pacific,Paul Theroux,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171993786i/130514.jpg,Travel
1948,The Old Patagonian Express: By Train Through the Americas,Paul Theroux,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356445513i/130515.jpg,Travel
1949,The Shadow of the Sun,Ryszard Kapuściński,4.38,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320560715i/9541.jpg,Travel
1950,As I Walked Out One Midsummer Morning,Laurie Lee,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356443977i/1019332.jpg,Travel
1951,"Whatever You Do, Don't Run: True Tales of a Botswana Safari Guide",Peter Allison,3.98,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328814881i/891224.jpg,Travel
1952,"My Family and Other Animals (Corfu Trilogy, #1)",Gerald Durrell,4.25,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327885239i/48132.jpg,Travel
1953,Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,J. Maarten Troost,3.86,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524119i/122574.jpg,Travel
1954,City of Djinns: A Year in Delhi,William Dalrymple,4.1,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327731460i/124430.jpg,Travel
1955,Arabian Sands,Wilfred Thesiger,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1322862072i/825419.jpg,Travel
1956,"Wind, Sand and Stars",Antoine de Saint-Exupéry,4.17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328876428i/8837.jpg,Travel
1957,The Places in Between,Rory Stewart,3.9,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1567837295i/95643.jpg,Travel
1958,Tracks: A Woman's Solo Trek Across 1700 Miles of Australian Outback,Robyn Davidson,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391414939i/78895.jpg,Travel
1959,Assassination Vacation,Sarah Vowell,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440616283i/3110.jpg,Travel
1960,The Pillars of Hercules,Paul Theroux,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320426120i/130512.jpg,Travel
1961,Paris to the Moon,Adam Gopnik,3.76,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388345313i/7062.jpg,Travel
1962,Touching the Void: The True Story of One Man's Miraculous Survival,Joe Simpson,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442800485i/18600.jpg,Travel
1963,Voyage of the Beagle,Charles Darwin,4.03,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549710314i/183645.jpg,Travel
1964,Live from the Road,P.C. Zick,3.78,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355054114i/15890303.jpg,Travel
1965,"Lost on Planet China: The Strange and True Story of One Man's Attempt to Understand the World's Most Mystifying Nation, or How He Became Comfortable Eating Live Squid",J. Maarten Troost,3.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266942578i/1975116.jpg,Travel
1966,Nothing to Envy: Ordinary Lives in North Korea,Barbara Demick,4.43,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320449375i/6178648.jpg,Travel
1967,Balkan Ghosts: A Journey Through History,Robert D. Kaplan,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393645046i/33690.jpg,Travel
1968,The Caliph's House: A Year in Casablanca,Tahir Shah,3.97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320485351i/131011.jpg,Travel
1969,The Snow Leopard,Peter Matthiessen,4.12,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309211772i/764165.jpg,Travel
1970,Travels with Herodotus,Ryszard Kapuściński,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320474166i/59664.jpg,Travel
1971,Jupiter's Travels,Ted Simon,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923863i/63417.jpg,Travel
1972,The Travels,Marco Polo,3.58,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442800299i/574929.jpg,Travel
1973,River Town: Two Years on the Yangtze,Peter Hessler,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1415585591i/94053.jpg,Travel
1974,Without Reservations: The Travels of an Independent Woman,Alice Steinbach,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333577847i/524878.jpg,Travel
1975,The Journals of Lewis and Clark,Meriwether Lewis,4.11,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1439914405i/236830.jpg,Travel
1976,An Embarrassment of Mangoes: A Caribbean Interlude,Ann Vanderhoof,3.93,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388225569i/200620.jpg,Travel
1977,Coming Into the Country,John McPhee,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1441496505i/79.jpg,Travel
1978,Full Circle,Michael Palin,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389317662i/45553.jpg,Travel
1979,Africa and Back: With Dave and Dorothy,Dorothy May Mercer,4.77,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1406581135i/22836443.jpg,Travel
1980,Driving Over Lemons: An Optimist in Andalucía,Chris  Stewart,3.8,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1471772890i/398080.jpg,Travel
1981,Shantaram,Gregory David Roberts,4.27,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333482282i/33600.jpg,Travel
1982,Long Way Round: Chasing Shadows Across the World,Ewan McGregor,3.95,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388350896i/613890.jpg,Travel
1983,Into the Heart of Borneo,Redmond O'Hanlon,4.04,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1504325281i/118585.jpg,Travel
1984,The Kingdom by the Sea,Paul Theroux,3.75,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320870098i/72210.jpg,Travel
1985,A Voyage Long and Strange: Rediscovering the New World,Tony Horwitz,3.94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1524835835i/2076722.jpg,Travel
1986,Hokkaido Highway Blues: Hitchhiking Japan,Will Ferguson,4.0,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523283622i/37438.jpg,Travel
